IC_mean,ICIR,IC_pearson,MAE,RMSE,Accuracy,F1_macro
-0.0033274217429106433,-0.022728248082261805,-0.003943196396244112,0.018505754232952802,0.026252863731964247,0.5045659666702199,0.5033050062262844
