date,portfolio_return,spy_return
2025-07-24,-0.020757558048178283,0.00033111880893244526
2025-07-25,0.017640506487853806,0.004224358639427347
2025-07-28,-0.010888454509410119,-0.0002510907174575205
2025-07-29,-0.0039627331466078166,-0.002637596564339652
2025-07-30,-0.007826102680542225,-0.0012593797605410125
2025-07-31,-0.006512155049664263,-0.0037512655151381927
2025-08-01,-0.018509830265442877,-0.01639040336255237
2025-08-04,0.01584188923093741,0.015199884599082026
2025-08-05,-0.011904954117168347,-0.005069968088280662
2025-08-06,-0.0030925666293631555,0.00765963902589896
2025-08-07,0.00995349969171124,-0.0008375739109987016
2025-08-08,0.008454826775351112,0.0077975010946910155
2025-08-11,-0.0025012905776578484,-0.0019774524562664706
2025-08-12,0.013312937078093431,0.010645981233063848
2025-08-13,0.01946311752403864,0.0034231846065959533
2025-08-14,-0.0061244376489346395,9.299781650264816e-05
2025-08-15,-0.005611282840228199,-0.0023412902366131763
2025-08-18,0.00041430066400225513,-0.0002175157205193932
2025-08-19,0.0009274661066899748,-0.005425239851328103
2025-08-20,-0.0026685377455105443,-0.0026570426982367424
2025-08-21,-0.007159258718666487,-0.004011766231477459
2025-08-22,0.0229302681935824,0.015356785247533943
2025-08-25,-0.0035537458190419364,-0.004401061026124701
2025-08-26,0.00683147059101266,0.004187002368290532
2025-08-27,0.00617178334160252,0.0022784921171898707
2025-08-28,-0.002028215809588787,0.0035414005434609257
2025-08-29,-0.00317012019293674,-0.00596370938485838
2025-09-02,-0.017142864030431353,-0.0074101925262572785
2025-09-03,0.0011583248568943383,0.00541946726484347
2025-09-04,0.005906167777071569,0.008357484126844875
2025-09-05,0.010450075770474037,-0.00289629838937553
2025-09-08,-0.012903546647181734,0.002456679949221849
2025-09-09,0.01158996529966536,0.0023117733075189257
2025-09-10,-0.007697712133101551,0.0028908153230013697
2025-09-11,0.03394362301497935,0.008310314225991869
2025-09-12,-0.02245193899984568,-0.0003347283459183164
2025-09-15,-0.0125413844681986,0.005324018805968003
2025-09-16,0.017988659699545155,-0.0013768510142991327
2025-09-17,0.0008846803980895295,-0.0012423997418844314
2025-09-18,0.0024384360001336444,0.0046723841460774235
2025-09-19,-0.005972766240818139,0.004952918310262816
2025-09-22,0.008515603630374916,0.004731035459799757
2025-09-23,-0.012866088832776169,-0.005443520514135362
2025-09-24,-0.002843175851280888,-0.0031816444865340843
2025-09-25,-0.01043361486527038,-0.00461343296711437
2025-09-26,0.0035033174521783865,0.0057290757244346764
2025-09-29,0.0006066614349301861,0.002810389450384056
2025-09-30,0.001661367087547229,0.00376684572535093
2025-10-01,0.001646016621811443,0.0034075697061787804
2025-10-02,0.007450516113701368,0.0011517801124746201
2025-10-03,0.0076130106753805535,-1.4818614668086814e-05
2025-10-06,0.00031358525508999005,0.003586249365854515
2025-10-07,-0.010836039378397062,-0.003707511977453048
2025-10-08,0.010464989728032104,0.005963096319924235
2025-10-09,-0.008233563868078804,-0.002897030241612595
2025-10-10,-0.03886137144365903,-0.027027820787662186
2025-10-13,0.009573564973235828,0.015344092809244628
2025-10-14,-0.004248272791923317,-0.0012216512196846863
2025-10-15,0.004293288484531946,0.004439541098593919
2025-10-16,-0.0025965858858036715,-0.006810210567109241
2025-10-17,0.005730975341643094,0.0056763148606699555
2025-10-20,0.005384727378580904,0.010400435038351483
2025-10-21,0.009938807555646231,-1.4955077773243634e-05
2025-10-22,-0.016255702950995637,-0.00519888225536159
2025-10-23,0.009942332967490898,0.005929966083050692
2025-10-24,-0.001636210711880507,0.008172547247097376
2025-10-27,0.004220663923192927,0.011797667854098384
2025-10-28,-0.012424779853532198,0.0026560013292960135
2025-10-29,-0.025165982769990786,0.0004803260550556478
2025-10-30,-0.029287801246582187,-0.010998113191920539
2025-10-31,-0.0029502621114963394,0.003280260922519695
2025-11-03,-0.008672652129601877,0.0018766915803232972
2025-11-04,-0.022624338361886848,-0.01185359519936561
2025-11-05,0.0035388640862890897,0.0034654701339136857
2025-11-06,-0.020917187177588892,-0.010729382250809575
2025-11-07,0.01183933163903992,0.0009845659403015688
2025-11-10,0.0006998386020001313,0.015604358228389502
2025-11-11,0.0028674950743746283,0.002289203382735258
2025-11-12,0.006072124428526884,0.0005564068664264115
2025-11-13,-0.005613916791653437,-0.01659406256687524
2025-11-14,-0.004675580610540694,-0.0001635960078566163
2025-11-17,-0.02099794819662373,-0.00931647678620088
2025-11-18,-0.005337753208059186,-0.00839748744850773
2025-11-19,0.00340020047326128,0.0038631576379947897
2025-11-20,-0.028167636037079485,-0.015242303487121169
2025-11-21,0.03635123213750593,0.009961204755846258
2025-11-24,0.028988980478315246,0.014718547807599963
2025-11-25,0.016131412686342113,0.009405913041440502
2025-11-26,0.0055958229794316324,0.0069035446266889535
2025-11-28,0.004344799050448842,0.005458400735868615
2025-12-01,0.0044449715410296835,-0.004565432491131504
2025-12-02,-0.001360692910702133,0.0018522039679440842
2025-12-03,-0.0033603858932393597,0.003462767968857364
2025-12-04,0.00012786456252542825,0.000731123837949015
2025-12-05,-0.003617205713223077,0.0018994616283885255
2025-12-08,0.00666291169241484,-0.0030042193520256584
2025-12-09,-0.005146364145052985,-0.000863122274760143
2025-12-10,0.011036488888318324,0.006632218302348566
2025-12-11,0.00891487368836016,0.0023269317780568624
2025-12-12,-0.011830668818013697,-0.010751997629438874
2025-12-15,0.005775680269974078,-0.001510813414004628
2025-12-16,-0.005941556014453148,-0.002732319798320555
2025-12-17,-0.017693479541285816,-0.011003588240296047
2025-12-18,-0.0015658411161536706,0.007551280296730185
2025-12-19,0.00947063849652359,0.00906346515990491
2025-12-22,0.0007189473570495826,0.006229874178387588
2025-12-23,-0.009142955688447415,0.004570484360649558
2025-12-24,0.007267585031549407,0.0035176214211069885
2025-12-26,0.0015671157061021735,-0.00010140404374925848
2025-12-29,-0.005010215242590414,-0.00356364818901155
2025-12-30,-0.000757261313921538,-0.0012211468345215601
2025-12-31,-0.010367524620181904,-0.007408955885817768
2026-01-02,-0.0013483192347639044,0.00183305964237257
2026-01-05,0.012723252268743141,0.006660110816910876
2026-01-06,0.027370995765341292,0.0059472271123479315
2026-01-07,-0.0037013279613574237,-0.0032234001772446616
2026-01-08,-0.001975602717193203,-0.0001015216834649501
2026-01-09,0.015202478164634534,0.006613388484590329
2026-01-12,0.001697464942009788,0.0015703975230316322
2026-01-13,-0.007507740406710446,-0.001999473023445013
2026-01-14,6.831143312660093e-05,-0.004915222744839148
2026-01-15,-0.0038475992142307375,0.0027232240029889864
2026-01-16,0.0170410853103923,-0.0008378844014015585
2026-01-20,-0.0184440888423171,-0.020356759970762847
2026-01-21,0.013123447366414706,0.011541083159159719
2026-01-22,0.002945119533735805,0.005223163010167598
2026-01-23,-0.0051717160987913985,0.00036285524556157876
2026-01-26,0.002611431235453718,0.005078130811459516
2026-01-27,-0.011804312957807882,0.00398425049217212
2026-01-28,-0.0027071858444890056,-0.00010065899610597996
2026-01-29,0.0013502729084032298,-0.0019844193677574944
2026-01-30,-0.023653164419472225,-0.0029825476770117642
2026-02-02,-0.0007089472891981976,0.00497131752395381
2026-02-03,0.010190236100312697,-0.008455363130712802
2026-02-04,0.012530415601266581,-0.0048439179057576795
2026-02-05,-0.002179716183169935,-0.012489262877231358
2026-02-06,0.016931048632350246,0.019184793975496224
2026-02-09,0.0006542167917841207,0.004821779145387613
2026-02-10,0.0010412452008322884,-0.0026371021797716855
2026-02-11,-0.030401340953468445,-0.000231134984771194
2026-02-12,-0.01887075404878465,-0.015448872914552107
2026-02-13,0.01769894158291721,0.0007045377823616135
2026-02-17,-0.008960015950918637,0.0016134588719288595
2026-02-18,0.0085037816134614,0.0050377133549056145
2026-02-19,-0.012351728017548481,-0.0026373655692836515
2026-02-20,0.0008345181097711291,0.007231785221302383
2026-02-23,-0.017273760085291724,-0.010211302238274461
2026-02-24,0.009343481399296487,0.007268513358970143
2026-02-25,0.0004114379161896484,0.008438276037153703
2026-02-26,0.01186094591189438,-0.005554405951797066
2026-02-27,0.0036067137805405334,-0.004801969559279765
2026-03-02,-0.011058884557387613,0.0005685427688299764
2026-03-03,-0.003716427200465299,-0.008814341545397553
2026-03-04,0.006755663239845036,0.007055381465455563
2026-03-05,-0.014446190261716656,-0.005575594846225046
2026-03-06,-0.03071371190163646,-0.013107091790493294
2026-03-09,0.01615738858950516,0.008759949144329562
2026-03-10,-0.0062822537112883405,-0.0016070691967515587
2026-03-11,-0.009126039371716656,-0.0012551693717041776
2026-03-12,-0.012287417291968424,-0.015184923442316667
