annualized_return,sharpe_ratio,max_drawdown,alpha_annualized,beta,top_k,n_days,total_return
-0.10544428695245345,-0.23833420516177678,-0.1880187001105159,-0.409569326977902,1.3252120009521597,10,236,-0.09909304414304432
