,rank_ic
2025-03-14,0.1664777065795924
2025-03-17,-0.23308320723094636
2025-03-18,0.028105629241512657
2025-03-19,0.025993591438442362
2025-03-20,0.01730261852905684
2025-03-21,0.3508908102595265
2025-03-24,-0.030072849422827265
2025-03-25,-0.12398474376682549
2025-03-26,-0.1188461779584067
2025-03-27,0.015085848028324774
2025-03-28,0.235055795608646
2025-03-31,-0.012816226198381775
2025-04-01,-0.1104750892225525
2025-04-02,0.48692393986093674
2025-04-03,-0.3096627930401654
2025-04-04,0.2940079639655656
2025-04-07,0.06760691171550327
2025-04-08,0.2236608545684003
2025-04-09,0.591294037153821
2025-04-10,0.12305354312473711
2025-04-11,0.29821340393740187
2025-04-14,-0.15248675876527024
2025-04-15,-0.04825525378699675
2025-04-16,0.041606711366949864
2025-04-17,-0.24976310884344263
2025-04-21,0.08877033090018197
2025-04-22,0.15923939639801604
2025-04-23,0.3587259645312297
2025-04-24,-0.051665935031396104
2025-04-25,-0.06843959656966125
2025-04-28,0.017801278559896366
2025-04-29,0.09307489732896508
2025-04-30,0.11104008983399151
2025-05-01,0.1849614085785889
2025-05-02,-0.1901490418705315
2025-05-05,-0.10243793071450386
2025-05-06,0.11920054726562411
2025-05-07,0.41453349675598705
2025-05-08,-0.050566896909048566
2025-05-09,0.6291692014296836
2025-05-12,-0.1284986675632228
2025-05-13,-0.11829013326386806
2025-05-14,-0.35737925074505994
2025-05-15,0.14007647742131507
2025-05-16,-0.02976171455922723
2025-05-19,0.019051137204830107
2025-05-20,-0.07793094343603076
2025-05-21,0.21057240510653888
2025-05-22,-0.3270294663883772
2025-05-23,0.473542381348213
2025-05-27,0.01687262099913779
2025-05-28,-0.1746617982973505
2025-05-29,-0.33625166476854285
2025-05-30,-0.03498221837434559
2025-06-02,0.1619666576664612
2025-06-03,-0.08451934640810548
2025-06-04,0.003026623222062026
2025-06-05,-0.09492264577734462
2025-06-06,0.08221854425088643
2025-06-09,0.09345740348717048
2025-06-10,0.20094899650332618
2025-06-11,0.12297885128631067
2025-06-12,0.25335246595677824
2025-06-13,-0.41226480329243875
2025-06-16,-0.3226816897122786
2025-06-17,0.07200017071647735
2025-06-18,-0.04634675097523456
2025-06-20,-0.12908141429608042
2025-06-23,0.26024572332635837
2025-06-24,-0.17067982952239863
2025-06-25,0.23213707998396324
2025-06-26,-0.07349843817602902
2025-06-27,-0.19824019995493822
2025-06-30,0.12011736090978588
2025-07-01,-0.051646751546309155
2025-07-02,0.05187978574861501
2025-07-03,-0.3203963208508092
2025-07-07,0.30604718457340424
2025-07-08,-0.07371101910409698
2025-07-09,0.010691226834145673
2025-07-10,0.08753462943850632
2025-07-11,-0.147984053493506
2025-07-14,-0.08029045675268606
2025-07-15,0.03753848686695571
2025-07-16,-0.0745711247315694
2025-07-17,0.061409376373371
2025-07-18,-0.03202093974086043
2025-07-21,0.018495753871138724
2025-07-22,0.11841837864063284
2025-07-23,-0.056047507816578905
2025-07-24,0.05432819612006109
2025-07-25,0.2374286258278475
2025-07-28,0.039235703354523116
2025-07-29,-0.11418789825599181
2025-07-30,-0.06552238191659658
2025-07-31,-0.03562942505493553
2025-08-01,-0.12296232482389136
2025-08-04,0.16783327041574073
2025-08-05,-0.052586409159069
2025-08-06,0.13882393343915309
2025-08-07,-0.07131078132585388
2025-08-08,-0.10460493358242139
2025-08-11,0.34894648805533673
2025-08-12,0.03280563824171809
2025-08-13,0.14393048214593873
2025-08-14,0.15285411974049445
2025-08-15,0.11195769063131684
2025-08-18,-0.06873260080064235
2025-08-19,0.12139340024925731
2025-08-20,0.05915114131229187
2025-08-21,0.19345996865628698
2025-08-22,0.05291712280427888
2025-08-25,0.08853222594684669
2025-08-26,0.06954870050965044
2025-08-27,0.09865126555303129
2025-08-28,-0.10151618360541222
2025-08-29,0.01423696540927399
2025-09-02,-0.13621523449515588
2025-09-03,-0.01073136318204373
2025-09-04,0.19791683942859528
2025-09-05,0.05898662319441686
2025-09-08,0.050193399398976685
2025-09-09,-0.021901458143848043
2025-09-10,0.09284232600273577
2025-09-11,-0.08216712348146754
2025-09-12,-0.050280190832002414
2025-09-15,-0.018636672836248695
2025-09-16,-0.03428525432435545
2025-09-17,-0.10666095105693127
2025-09-18,-0.04096702345092599
2025-09-19,-0.1103612076097845
2025-09-22,0.017683747119851122
2025-09-23,0.11988153340077294
2025-09-24,-0.049551659299545185
2025-09-25,0.0401529681107463
2025-09-26,0.03294097302614105
2025-09-29,0.04733997490999241
2025-09-30,0.07856781300978588
2025-10-01,0.021391526127333523
2025-10-02,0.061792327385467076
2025-10-03,-0.03441141199512883
2025-10-06,-0.18003020265499425
2025-10-07,0.06592617492834044
2025-10-08,-0.06994696512851606
2025-10-09,-0.2800563187302236
2025-10-10,0.3967318636165794
2025-10-13,0.040710671258319384
2025-10-14,-0.10247873867082491
