,rank_ic
2025-03-14,0.2413883845161969
2025-03-17,-0.31548108309400963
2025-03-18,0.3528625628825778
2025-03-19,-0.18926903030468858
2025-03-20,0.2360864453146854
2025-03-21,0.4326392118385208
2025-03-24,-0.05855966137113105
2025-03-25,-0.3498917307873735
2025-03-26,-0.3605090180631068
2025-03-27,-0.4720939453384574
2025-03-28,-0.44360371884297284
2025-03-31,0.19314109159887208
2025-04-01,0.5882830593356786
2025-04-02,-0.6634168627583661
2025-04-03,-0.13408050517909853
2025-04-04,0.5561716752699342
2025-04-07,-0.30858110987349063
2025-04-08,0.8681328377249691
2025-04-09,-0.823847735983949
2025-04-10,-0.06036335123985436
2025-04-11,-0.010128990413564966
2025-04-14,0.12251463646010416
2025-04-15,-0.25742500363214676
2025-04-16,0.08789894737400761
2025-04-17,-0.19640372135275516
2025-04-21,0.3154547679970385
2025-04-22,0.6743945703330672
2025-04-23,0.6459109103497718
2025-04-24,0.21643355184907656
2025-04-25,0.09764183560848352
2025-04-28,-0.23104058075428793
2025-04-29,-0.2625938819443353
2025-04-30,0.24130335800539518
2025-05-01,0.49045458556044186
2025-05-02,-0.22850495846139504
2025-05-05,-0.2403415367978358
2025-05-06,0.1783861922238448
2025-05-07,0.5267055811309251
2025-05-08,0.0002745394664027507
2025-05-09,0.6234630269570525
2025-05-12,0.3028119755034083
2025-05-13,-0.02951802346621408
2025-05-14,-0.3601212175088713
2025-05-15,0.12988114642715062
2025-05-16,-0.13963665481123586
2025-05-19,0.005449437028242437
2025-05-20,-0.43025305172199135
2025-05-21,0.2169844532822662
2025-05-22,-0.3170079466073276
2025-05-23,0.41679597551501846
2025-05-27,-0.05162314392876436
2025-05-28,-0.0036418787530136643
2025-05-29,-0.3496295749191247
2025-05-30,-0.009215425589624734
2025-06-02,0.5042371728828896
2025-06-03,0.15604058142218172
2025-06-04,-0.08350090089128852
2025-06-05,0.32486031437916596
2025-06-06,0.31004716041828806
2025-06-09,0.24436608147640515
2025-06-10,-0.0031421664031333106
2025-06-11,-0.036436237082659695
2025-06-12,-0.17666585067752527
2025-06-13,0.32083498908365743
2025-06-16,-0.20887873583158686
2025-06-17,0.04970370353580655
2025-06-18,0.0661070690650857
2025-06-20,-0.13371475114085765
2025-06-23,0.3566322952395011
2025-06-24,0.06846569053136371
2025-06-25,0.14377374854575917
2025-06-26,-0.026507499309232373
2025-06-27,-0.17220793427284686
2025-06-30,0.21526180536160147
2025-07-01,0.28215307586313737
2025-07-02,-0.1113274858886678
2025-07-03,-0.171657252154832
2025-07-07,0.2980651409788515
2025-07-08,0.04102368823111465
2025-07-09,-0.02897645992951534
2025-07-10,-0.10633317329589222
2025-07-11,-0.12251347211340523
2025-07-14,-0.15757469009550606
2025-07-15,-0.04514758582059611
2025-07-16,0.040781545111926505
2025-07-17,-0.04980723776307187
2025-07-18,-0.1280201825737005
2025-07-21,0.1750902618882873
2025-07-22,0.34694498309310295
2025-07-23,-0.09420340331601179
2025-07-24,0.09354400380220443
2025-07-25,0.21902574876954806
