,gross,net,turnover
2025-03-14,0.004394364099270922,0.0023943640992709217,2.0
2025-03-17,-0.011882664045650868,-0.012861387449906187,0.9787234042553191
2025-03-18,0.007233792872594153,0.005914643936423941,1.3191489361702127
2025-03-19,-0.0038976181537517286,-0.00517421389843258,1.2765957446808511
2025-03-20,0.010417108732075034,0.009268172561862268,1.1489361702127658
2025-03-21,0.008823464137713791,0.007461762010054217,1.3617021276595742
2025-03-24,-0.004763710460541373,-0.006040306205222224,1.2765957446808511
2025-03-25,0.0011944774092587482,0.0003008603879821525,0.8936170212765957
2025-03-26,-0.007489030450047488,-0.008169881513877274,0.6808510638297871
2025-03-27,-0.0036971025983802983,-0.004718379194124979,1.0212765957446808
2025-03-28,-0.009005208194449029,-0.009983931598704348,0.9787234042553191
2025-03-31,0.006119819355823912,0.005141095951568593,0.9787234042553192
2025-04-01,0.012997233024547545,0.01235893515220712,0.6382978723404256
2025-04-02,-0.0574031826696963,-0.058211693307994174,0.8085106382978723
2025-04-03,-0.013940786608455193,-0.015983339799944554,2.0425531914893615
2025-04-04,0.03803089424903365,0.037392596376693225,0.6382978723404255
2025-04-07,-0.021727272426397437,-0.022110251149801693,0.3829787234042553
2025-04-08,0.06310443982402694,0.06140231216445247,1.7021276595744679
2025-04-09,-0.00222651415350946,-0.005077577983296694,2.851063829787234
2025-04-10,0.0020618789613821567,-0.00015088699606465158,2.212765957446808
2025-04-11,0.002251810860198407,0.0005071300091345769,1.7446808510638299
2025-04-14,0.0028008177955114733,-9.279922576512249e-05,2.8936170212765955
2025-04-15,-0.0017148067709058528,-0.003502040813459044,1.7872340425531914
2025-04-16,0.0009695134030288429,-0.0001794227671839232,1.148936170212766
2025-04-17,-0.0048619773030835894,-0.005798147515849547,0.9361702127659574
2025-04-21,0.010624258788897,0.009305109852726787,1.3191489361702127
2025-04-22,0.022748466368090914,0.021599530197878147,1.148936170212766
2025-04-23,0.006193173899404466,0.004363386665361913,1.8297872340425532
2025-04-24,-0.001171880902473547,-0.001980391540771419,0.8085106382978723
2025-04-25,0.0016625133436544738,0.0008114495138672399,0.8510638297872339
2025-04-28,-0.0032356823955543663,-0.00357610792746926,0.34042553191489355
2025-04-29,-0.009023712041527417,-0.009576903530889119,0.5531914893617021
2025-04-30,-0.0005566283533822729,-0.0014076921831695068,0.8510638297872339
2025-05-01,0.015624034930605126,0.014560205143371084,1.0638297872340425
2025-05-02,-0.006045061573689615,-0.006683359446030041,0.6382978723404256
2025-05-05,-0.0004507316018831234,-0.0010464762827341874,0.5957446808510638
2025-05-06,0.0034545698521121285,0.0026460592138142563,0.8085106382978723
2025-05-07,0.021018825602987685,0.020210314964689814,0.8085106382978722
2025-05-08,0.006313156872954309,0.005547199426145798,0.7659574468085105
2025-05-09,0.022482191866382638,0.02150346846212732,0.9787234042553191
2025-05-12,0.006941735821570507,0.005750246459868379,1.1914893617021276
2025-05-13,-0.0052848443570992654,-0.006178461378375862,0.8936170212765957
2025-05-14,-0.005914021708489831,-0.006722532346787703,0.8085106382978724
2025-05-15,0.006415366565132454,0.005564302735345221,0.851063829787234
2025-05-16,-0.001957797600938493,-0.003276946537108706,1.3191489361702127
2025-05-19,0.001838582153605455,0.00030666725998843404,1.531914893617021
2025-05-20,-0.014946360373869538,-0.016052743352592942,1.106382978723404
2025-05-21,0.0005270340526352652,-0.0007070085005562243,1.2340425531914894
2025-05-22,-0.010114358226967445,-0.011305847588669572,1.1914893617021276
2025-05-23,0.00854517356957002,0.007268577824889168,1.276595744680851
2025-05-27,0.0025571942325691354,0.001748683594271263,0.8085106382978724
2025-05-28,0.001911111722639613,0.0011026010843417406,0.8085106382978723
2025-05-29,-0.0031890639666210304,-0.004380553328323158,1.1914893617021276
2025-05-30,-0.0019550432651235594,-0.003018873052357602,1.0638297872340425
2025-06-02,0.013042833654214924,0.012064110249959605,0.9787234042553192
2025-06-03,0.00730248079777626,0.006579076542457111,0.7234042553191489
2025-06-04,0.005326111122446898,0.003964408994787324,1.3617021276595742
2025-06-05,0.0076948967254522474,0.006631066938218205,1.0638297872340425
2025-06-06,0.012772706968578545,0.012091855904748759,0.6808510638297872
2025-06-09,0.00688263753452586,0.005733701364313094,1.1489361702127658
2025-06-10,-0.0014762350468291966,-0.0030081499404462178,1.5319148936170213
2025-06-11,-0.005641459143705706,-0.006577629356471664,0.9361702127659575
2025-06-12,-0.008718754970957773,-0.009569818800745008,0.8510638297872339
2025-06-13,0.008954616616470144,0.00810355278668291,0.8510638297872339
2025-06-16,-0.01492758751215235,-0.015821204533428945,0.8936170212765957
2025-06-17,0.0008026999907513608,3.674254394285016e-05,0.7659574468085106
2025-06-18,0.005493551282152691,0.004812700218322904,0.6808510638297871
2025-06-20,-0.002396414104720301,-0.0032900311259968966,0.8936170212765956
2025-06-23,0.0036413421349084764,0.0024498527732063485,1.1914893617021276
2025-06-24,-0.008992498764084613,-0.01018398812578674,1.1914893617021276
2025-06-25,0.00021041326188888428,-0.0008534165253451583,1.0638297872340425
2025-06-26,-0.0016975506824042472,-0.0023784017462340342,0.6808510638297871
2025-06-27,0.00184249853036624,0.0011190942750470912,0.7234042553191489
2025-06-30,0.013140307917250965,0.012161584512995646,0.978723404255319
2025-07-01,0.00570570250900036,0.004258893998362062,1.446808510638298
2025-07-02,-0.0005744920727398069,-0.0020213005833781047,1.4468085106382977
2025-07-03,-0.0005082448944759043,-0.0010614363838376065,0.553191489361702
2025-07-07,0.01680264204364032,0.016206897362789255,0.5957446808510638
2025-07-08,0.00673966436830171,0.00550562181511022,1.2340425531914891
2025-07-09,0.0062087339747256215,0.005400223336427749,0.8085106382978722
2025-07-10,-0.00270884335932738,-0.0034322476146465292,0.7234042553191489
2025-07-11,0.00048221807284132084,-0.0002411861824778281,0.7234042553191489
2025-07-14,0.006079311340727143,0.005228247510939909,0.851063829787234
2025-07-15,0.0012369051636345293,-0.0002950097299824917,1.531914893617021
2025-07-16,-0.006013580701967821,-0.007119963680691226,1.1063829787234043
2025-07-17,-0.005205074530478785,-0.006566776658138359,1.3617021276595742
2025-07-18,-0.0017052154997416321,-0.0027690452869756745,1.0638297872340425
2025-07-21,0.024192832667316172,0.023511981603486384,0.6808510638297872
2025-07-22,0.00446951489798363,0.0026822808554304387,1.7872340425531914
2025-07-23,-0.005152599480309019,-0.006471748416479232,1.3191489361702127
2025-07-24,0.005860413650689804,0.005094456203881294,0.7659574468085106
2025-07-25,0.0009041911143093714,-0.0001596386729246712,1.0638297872340425
2025-07-28,-0.0017925280671408205,-0.0024733791309706076,0.6808510638297871
2025-07-29,-0.004176333655932659,-0.005069950677209254,0.8936170212765957
2025-07-30,0.002386027033084093,0.001534963203296859,0.8510638297872339
2025-07-31,0.005157419181140288,0.004136142585395608,1.021276595744681
2025-08-01,-0.011401314561458382,-0.01212471881677753,0.7234042553191489
2025-08-04,0.007045595358501119,0.006279637911692609,0.7659574468085106
2025-08-05,-0.014457734410670844,-0.01535135143194744,0.8936170212765957
2025-08-06,0.008532416320992931,0.007468586533758889,1.0638297872340425
2025-08-07,-0.008525798813702457,-0.00907899030306416,0.5531914893617021
2025-08-08,-0.0005476093898091382,-0.0015263327940644572,0.978723404255319
2025-08-11,0.010580055034184393,0.009856650778865245,0.7234042553191489
2025-08-12,0.020648683050704345,0.01975506602942775,0.8936170212765957
2025-08-13,-0.002723431857606208,-0.0040851339852657825,1.3617021276595742
2025-08-14,0.01417990053967979,0.013499049475850003,0.6808510638297872
2025-08-15,0.004658110288685149,0.003466620926983021,1.1914893617021276
2025-08-18,-0.010089409465782661,-0.010855366912591171,0.7659574468085106
2025-08-19,0.0036008295595665717,0.0028774253042474227,0.723404255319149
2025-08-20,0.0036174843866165055,0.002340888641935654,1.2765957446808511
2025-08-21,0.013136586796076214,0.012370629349267703,0.7659574468085106
2025-08-22,0.003467084846751606,0.0025734678254750103,0.8936170212765957
2025-08-25,0.0037946382855149384,0.0029861276472170663,0.8085106382978723
2025-08-26,-0.00016014168331241082,-0.0011388650875677297,0.978723404255319
2025-08-27,0.003454607581512933,0.002603543751725699,0.8510638297872339
2025-08-28,-0.007480262802384962,-0.008373879823661558,0.8936170212765957
2025-08-29,-0.00024003751868223564,-0.0010059949654907462,0.7659574468085106
2025-09-02,0.00040975991330614815,-0.0006966230654172562,1.1063829787234043
2025-09-03,0.0031466896943264998,0.0021679662900711805,0.9787234042553191
2025-09-04,0.012165892280655555,0.011102062493421513,1.0638297872340425
2025-09-05,-0.009135975074852776,-0.010029592096129372,0.8936170212765957
2025-09-08,-0.0019134533268949402,-0.002509198007746004,0.5957446808510638
2025-09-09,0.00017235841555025562,-0.0006361522227476166,0.8085106382978723
2025-09-10,-0.0012415602501045836,-0.002475602803296073,1.2340425531914891
2025-09-11,-0.004506485350306165,-0.005485208754561485,0.9787234042553191
2025-09-12,-0.007607337148541813,-0.00850095416981841,0.8936170212765957
2025-09-15,0.0027118149957188623,0.002073517123378437,0.6382978723404255
2025-09-16,0.005607026467221155,0.0046708562544551975,0.9361702127659575
2025-09-17,-0.008472864475210217,-0.009238821922018726,0.7659574468085105
2025-09-18,-0.0020574592992024343,-0.00295107632047903,0.8936170212765958
2025-09-19,0.001942596670755363,0.0012617456069255756,0.6808510638297871
2025-09-22,-0.0001684480955597618,-0.000849299159389549,0.6808510638297871
2025-09-23,0.010551893708055857,0.009615723495289899,0.9361702127659575
2025-09-24,0.0017348326212587827,0.0006710028340247401,1.0638297872340425
2025-09-25,-0.0007941668290902481,-0.0021558689567498226,1.3617021276595744
2025-09-26,-9.040041867534594e-05,-0.0009414642484625799,0.8510638297872339
2025-09-29,-0.0003916323132332454,-0.001285249334509841,0.8936170212765957
2025-09-30,0.010727951486416636,0.009408802550246422,1.3191489361702127
2025-10-01,0.010237956856299399,0.009131573877575995,1.1063829787234043
2025-10-02,0.0014332213260708976,0.00024173196436876997,1.1914893617021276
2025-10-03,0.009864879244792353,0.008843602649047672,1.0212765957446808
2025-10-06,-0.002960245560005088,-0.0038964157727710454,0.9361702127659575
2025-10-07,0.00825514833946301,0.007233871743718329,1.0212765957446808
