variant,n_weeks,net_sharpe,net_sharpe_se,gross_sharpe,net_ann,net_maxdd,turnover,ic_mean
raw_decile,215,0.04517048518993448,0.49179793632054297,0.8729810623556047,-0.004807401348417395,-0.24006691737274088,3.066204849084612,0.012279756150745075
+neutralize,215,-0.39970695071035695,0.49217071543446195,0.8144712261601823,-0.04729533358615101,-0.2505396078403126,3.1180603661553685,0.00853324591599029
+cost_aware,215,0.46786049013450903,0.4923103895143674,0.894377516603241,0.06287384986647138,-0.22850296312562768,1.6042840679541912,0.0033103240029215145
full,215,0.5794876787084832,0.49258644848598376,1.045548120380614,0.04120036012485695,-0.11486073350367809,0.8386738883930225,0.0033103240029215145
