signal,full_sharpe,full_t,sel_sharpe,hold_sharpe,hold_t,full_ann,full_mdd,turnover,gross,ic
ens_plus_momresid,0.7236958062576686,1.817436264541691,0.8104779259180693,0.5530999110270097,1.1802651568224638,0.04891880984148922,-0.07400683058821433,0.42683825099953976,0.9793564390949395,0.02044206882783473
ens_momresid_ra,0.6003015750894797,1.691071919772036,0.6114956654960851,0.5785393762513921,1.3288850065852231,0.04108197246275269,-0.11512031330401573,0.31918257796562854,0.7874520195788645,0.020678656901085758
blend_mom_ra_resid,0.5724831765204925,1.5362346367445774,0.631005492611861,0.47296917044683845,0.9054894197924875,0.04090549175928837,-0.0720015659150971,0.22372348064387443,0.6969812163927732,0.020285494036408787
mom_resid,0.5008074588186171,1.3451313349829974,0.5221169492358356,0.46359057106284973,0.9402651037096216,0.035393551097150366,-0.08699510528127608,0.22628729333047726,0.6264606919539671,0.021235791211954864
ensemble,0.37776838679798846,0.9541497944541535,0.4898457019071828,0.2002311773418031,0.30471475698626227,0.024139941071798177,-0.12299954207560804,0.8186128889172488,0.8665088050989994,0.0009318839314388529
