n_weeks,gross_sharpe,gross_ann,net_sharpe,net_ann,net_maxdd,ic_mean,ic_ir,turnover_mean
52,1.3933478820255667,0.1065908726862077,0.9477869799189828,0.07001871566746498,-0.04751564072882908,0.005000633892752829,0.042714094676409395,0.8098736006403151
