signal,n_weeks,net_sharpe,net_sharpe_t_nw,net_ann,net_maxdd,gross_sharpe,turnover,ic_mean,sel_sharpe,hold_sharpe,hold_t_nw
ens_momresid,311,0.7236958062576686,1.817436264541691,0.04891880984148922,-0.07400683058821433,0.9793564390949395,0.42683825099953976,0.02044206882783473,0.8104779259180693,0.5530999110270097,1.1802651568224638
