signal,full_sharpe,full_t,sel_sharpe,hold_sharpe,hold_t,full_ann,full_mdd,turnover,gross,ic
ens_plus_momresid,1.2731850879929807,2.689836324220991,1.8087408266675549,0.7227138160741067,1.4574331293312954,0.08932889670723365,-0.04641687142628026,0.435016919713976,1.534465743326517,0.027972385985316813
blend_mom_ra_resid,0.6885688554030587,1.9408898589079708,0.7869373983219848,0.4729691704458256,0.9054894197911669,0.05053111696994228,-0.07200156591509621,0.23716646710193126,0.8189165475325806,0.02218579399481009
mom_resid,0.6499225769051677,1.8545158705141211,0.7337967594580521,0.46359057106329377,0.9402651037105881,0.04733145397514393,-0.08699510528114307,0.23898937518633454,0.7816750876041783,0.02321415293358301
mom_riskadj,0.4986368171342229,1.4404089946519405,0.5160989118438026,0.46147016925158085,0.9110863275213154,0.035779108771591295,-0.11414631261615682,0.23663815186211795,0.6279267780906382,0.021055555710023544
mom_6_1,0.35254529222770575,1.023483715438921,0.2916071699943667,0.47964798291825617,0.7386994448655658,0.023888278701047705,-0.11844134014515917,0.26021543531325,0.4969372616864376,0.011777816018456802
mom_12_1,0.2855741474104169,0.9098513995289519,0.3926018061030988,0.05216996693754245,0.10574930612791623,0.019104121890801684,-0.14428706510571254,0.20265130376475138,0.39598400030694386,0.021413190858072705
