oos_weeks,net_sharpe,net_sharpe_se,net_ann,net_maxdd,gross_sharpe,turnover,ic_mean
215,0.5794876787084832,0.49258644848598376,0.04120036012485695,-0.11486073350367809,1.045548120380614,0.8386738883930225,0.0033103240029215145
