oos_weeks,net_sharpe,net_sharpe_se,net_ann,net_maxdd,gross_sharpe,turnover,ic_mean
215,0.21981834765911157,0.49190734641367023,0.013947209964855212,-0.1367851592067173,0.6901054193758716,0.8602092387235596,0.000937674222771371
