signal,n_weeks,net_sharpe,net_sharpe_t_nw,net_ann,net_maxdd,gross_sharpe,turnover,ic_mean,sel_sharpe,hold_sharpe,hold_t_nw
momresid,311,0.5008074588186171,1.3451313349829974,0.035393551097150366,-0.08699510528127608,0.6264606919539671,0.22628729333047726,0.021235791211954864,0.5221169492358356,0.46359057106284973,0.9402651037096216
