variant,n_weeks,net_sharpe,net_sharpe_se,gross_sharpe,net_ann,net_maxdd,turnover,ic_mean
raw_decile,215,0.22177317666058824,0.4919093869617966,1.064422162239501,0.0220368722033617,-0.21988169757760512,2.953785254824344,0.013128893468891716
+neutralize,215,-0.23728274161101864,0.4919262165781559,0.924778386805107,-0.03065337329502138,-0.20159843312638626,2.98960910440376,0.007675665858993239
+cost_aware,215,0.21479176035816638,0.4919021823264085,0.5798106314887365,0.021696828555986425,-0.2857795679177989,1.3853066330009969,0.0043902324304982
full,215,0.19535749584765377,0.49188333971224735,0.6008864170713349,0.012550767124780204,-0.19556095918299066,0.7834992654689897,0.0043902324304982
