oos_weeks,net_sharpe,net_sharpe_se,net_ann,net_maxdd,gross_sharpe,turnover,ic_mean
215,0.19535749584765377,0.49188333971224735,0.012550767124780204,-0.19556095918299066,0.6008864170713349,0.7834992654689897,0.0043902324304982
