date,gross,net,turnover,ic
2020-03-27,-0.008935610438577959,-0.009177351093682581,0.30217581888077755,-0.09450514239010516
2020-04-03,-0.007635961551637568,-0.007686510170843188,0.06318577400702471,-0.04118290562455344
2020-04-09,0.004287950622588273,0.00424342948100484,0.055651426979291665,0.1925703414704478
2020-04-17,-0.002554916433394041,-0.0026268061363967565,0.08986212875339417,-0.13876857287479608
2020-04-24,-0.006832708654687078,-0.006887493374592505,0.06848089988178416,-0.19842876757555472
2020-05-01,0.0027558421813106454,0.002705929100165472,0.06239135143146672,0.10671744816976288
2020-05-08,0.009080118905381606,0.009009352730118917,0.08845771907836275,0.37410337941128924
2020-05-15,-0.005895834921022745,-0.005951560835139001,0.06965739264531978,-0.2844908548403967
2020-05-22,-0.0034513413588649873,-0.0035142364026623193,0.07861880474666494,-0.18828518223425786
2020-05-29,-0.014580376127778212,-0.014638527143366971,0.07268876948594781,-0.3871406303107016
2020-06-05,0.004368906499592484,0.004332853687344142,0.045066015310428115,0.34393135165173666
2020-06-12,0.005931555247693124,0.005887373504327094,0.055227179207536906,0.3264053865013282
2020-06-19,0.0012695710900646555,0.0012049170811427715,0.08081751115235493,0.16303230852615772
2020-06-26,0.0028952428124111975,0.0028272127527525525,0.08503757457330635,0.09821800355099013
2020-07-02,0.006952135828701688,0.006831408322547974,0.1509093826921421,0.17026564316418916
2020-07-10,-0.005693093865876369,-0.005732263240304597,0.04896171803528594,-0.14659930444112593
2020-07-17,-0.0022576638072450634,-0.002293687901222605,0.045030117471927374,-0.07166054232540098
2020-07-24,0.007315212490927211,0.007277759350186459,0.04681642592593997,0.1758637930580774
2020-07-31,0.003839998201145004,0.0035846680317643044,0.31916271172587496,0.013457629045144543
2020-08-07,0.002172488389559597,0.002022573249157014,0.18739392550322864,-0.018737123016886553
2020-08-14,0.009875526901055483,0.009735640618251249,0.17485785350529176,0.24148723198129013
2020-08-21,-0.001466418811021445,-0.0016049713141698839,0.1731906289355485,-0.11904330690988008
2020-08-28,-0.015085036757456916,-0.01530084514295502,0.2697604818726287,-0.3974467500744672
2020-09-04,-0.003094597406226882,-0.0034463415976370257,0.4396802392626793,-0.014605210521881443
2020-09-11,-0.0009124274629184134,-0.0011358751350001438,0.2793095901021631,-0.01968258685806366
2020-09-18,0.009036886772455285,0.00900060678467789,0.045349984721743224,0.3386478772451587
2020-09-25,-0.0006462260382343904,-0.0007035696683728501,0.07167953767307458,-0.08600647174477274
2020-10-02,0.0014865733554829815,0.0014544809722908468,0.04011547899016852,0.13848762051595723
2020-10-09,0.003721559657123206,0.003685540790465001,0.045023583322756175,0.26292286868169545
2020-10-16,-0.0036727437584173853,-0.003708143395857308,0.04424954679990338,-0.37596832369957534
2020-10-23,-0.0002704997154756592,-0.0004411639404171922,0.21333028117691621,0.030922560861401473
2020-10-30,0.00916061693136722,0.008988395547556838,0.2152767297629768,0.5098663922820252
2020-11-06,-0.020172265397892852,-0.02020101208680253,0.03593336113709921,-0.6978753765657205
2020-11-13,0.0013654586557275963,0.001237955735614255,0.15937865014167654,-0.005616835824090431
2020-11-20,-0.0006631749983678376,-0.0007123388475766501,0.06145481151101559,-0.11726593218798531
2020-11-27,0.000393161763462,0.0003479322923218608,0.05653683892517399,-0.11727378249002292
2020-12-04,-0.0018571715616854784,-0.0019801042841214992,0.15366590304502603,0.061938883076716904
2020-12-11,0.009896085453226126,0.009605921044397723,0.36270551103550197,0.2810999666306879
2020-12-18,0.002896451829379234,0.002787928811538967,0.13565377230033374,0.08514581327912864
2020-12-24,-0.003038602746547196,-0.003215446976392264,0.22105528730633517,-0.1859468979033944
2020-12-31,0.01236837733666266,0.012238799951576472,0.16197173135773352,0.2067765134000233
2021-01-08,-0.009035995400127981,-0.00921172181117176,0.21965801380472544,-0.21235133352306734
2021-01-15,0.006860193809655671,0.0066983640208478626,0.20228723600976029,0.22444566363689233
2021-01-22,-0.011645232780043216,-0.011688883637546764,0.05456357187943629,-0.2865168961719052
2021-01-29,0.012373122489187012,0.012219748636464632,0.19171731590297603,0.19015930363619354
2021-02-05,0.012103796773553766,0.011942946501222197,0.20106284041446187,0.22485675410134048
2021-02-12,-0.004414243029307128,-0.004640578520156451,0.28291936356165426,-0.11514480269095084
2021-02-19,-0.011310749244119525,-0.011413029365586656,0.12785015183391385,-0.19404951528254782
2021-02-26,-0.03196578631917281,-0.03212835137135114,0.20320631522290905,-0.4232651772321781
2021-03-05,-0.0002850794781144243,-0.00045018896104576176,0.2063868536641718,-0.003029663748344526
2021-03-12,0.002098951895992338,0.0018955494379138205,0.2542530725981467,0.0030746647755178487
2021-03-19,-0.004285103538602953,-0.004542886452414779,0.322228642264782,-0.0781717597436069
2021-03-26,0.0034944239062066726,0.0032002926101587182,0.36766412005994276,0.24043617604932552
2021-04-01,0.004776300183691152,0.004635254604230404,0.17630697432593642,0.16785604270918122
2021-04-09,-0.0023360481331446956,-0.0024754235197777296,0.1742192332912923,-0.013805806525657549
2021-04-16,-0.005117412624909286,-0.005213371857955839,0.11994904130819123,-0.058212864367346365
2021-04-23,-0.009539825883767446,-0.009711755977452871,0.214912617106781,-0.1799382103832296
2021-04-30,-0.0006350716408339251,-0.0010632828719135245,0.5352640388494994,0.03485799467019775
2021-05-07,-0.01762526941388698,-0.017776443863404975,0.18896806189749468,-0.24949686197996995
2021-05-14,0.0005303673730744465,0.00015170438372610304,0.47332873668542924,0.014143148378005973
2021-05-21,0.003690313290011844,0.0035037895256362266,0.23315470546952194,0.14909238346005485
2021-05-28,-0.013821738004187255,-0.014023347783048931,0.25201222357709496,-0.21130381575540136
2021-06-04,0.004242897543696169,0.004175448264193219,0.08431159937868674,0.022602899216053355
2021-06-11,0.0074681724861074515,0.0069408708740077985,0.6591270151245663,0.12186178647664955
2021-06-18,0.008010165269958626,0.007592156326124515,0.5225111797926392,0.029250225392122582
2021-06-25,0.009454583555752849,0.008939602862917898,0.6437258660436891,0.2354596373956545
2021-07-02,0.011234511391184778,0.011021000631177502,0.2668884500090949,0.19976840503312715
2021-07-09,-0.006897654485720028,-0.0072818283922939245,0.48021738321737034,-0.03403249671227138
2021-07-16,0.01642380073172838,0.016023204047414304,0.5007458553925965,0.1877531307778499
2021-07-23,-0.004999018981704805,-0.005272549726679711,0.3419134312186317,0.023021066009098826
2021-07-30,0.009948160390891522,0.009747893831978917,0.250333198640757,0.1364579304525157
2021-08-06,0.00562006823768628,0.005320487602810053,0.3744757935952838,0.06686577686257261
2021-08-13,-0.006957505340458556,-0.007220966258990446,0.32932614816486133,-0.019251373084166957
2021-08-20,0.00895196031955909,0.007864061707569614,1.3598732649868435,0.12636332657322816
2021-08-27,0.013662625470582047,0.013095293629848266,0.7091648009172262,0.09541710423807952
2021-09-03,-0.0014128459738035398,-0.0018896370418921104,0.5959888351107134,0.0554805169877219
2021-09-10,-0.0017501342894447533,-0.0021682256486394162,0.5226141989933288,-0.03488585771404954
2021-09-17,0.0006048392470591676,0.0004186909860018627,0.23268532632163116,0.0533334040966193
2021-09-24,-0.03088911552609429,-0.03152711564647169,0.7975001504717496,-0.30897771597784135
2021-10-01,-0.004165828511895565,-0.004479827938232921,0.39249928292169467,-0.0756607687679161
2021-10-08,0.002308461828368512,0.0021158164242805304,0.2408067551099771,0.07499227685074186
2021-10-15,0.016274654060090238,0.01611225821323766,0.2029948085657189,0.2515623759569352
2021-10-22,0.02461021569230215,0.024485379494420867,0.1560452473516029,0.272355725269503
2021-10-29,-0.018302691527394766,-0.01847971611410635,0.22128073338947796,-0.17875425215479732
2021-11-05,0.0002368245424638315,-0.0003508310165183916,0.7345694487277789,0.07275593587873294
2021-11-12,0.0164704956490258,0.0162695818414718,0.2511422594424998,0.08684744917150565
2021-11-19,-0.00039241859168036536,-0.0005734383065347762,0.2262746435680136,0.08742682357540787
2021-11-26,-0.004366403895424686,-0.0049474984618744855,0.7263682080622489,-0.07128085306910321
2021-12-03,0.0008216063742749817,0.0003789219867168124,0.5533554844477115,-0.09833210934962126
2021-12-10,-0.0035170681783731833,-0.003639886739267636,0.15352320111806594,-0.04841115415140556
